id,original1,edit1,grades1,meanGrade1,original2,edit2,grades2,meanGrade2,label
108004-108005,"China <set/> to post weakest growth in 29 years as trade war bites , investment sputters",expected,21000,0.6,"China set to post weakest growth in 29 years as <trade/> war bites , investment sputters",skittles,22210,1.4,2
101279-101280,China unveils 500 megapixel camera that can identify every <face/> in a crowd of tens of thousands,haircut,32111,1.6,China unveils 500 megapixel camera that can identify every face in a crowd of tens of <thousands/>,twelve,32100,1.2,1
107069-107068,China virus outbreak linked to <seafood/> market not currently spreading,Boston,32211,1.8, <China/> virus outbreak linked to seafood market not currently spreading,Mermaid,21110,1.0,1
108100-108101,China ’s <birth/> rate is its lowest in decades . Other countries are facing the same trend .,bathing,22211,1.6,China ’s <birth/> rate is its lowest in decades . Other countries are facing the same trend .,freedom,33210,1.8,2
103170-103171,China ’s pork price rises 110 per cent sending <consumer/> inflation soaring,bacon,22211,1.6,China ’s pork price rises 110 per cent sending <consumer/> inflation soaring,chicharron,21000,0.6,1
103164-103165,Chinese library sparks outrage over report staff burned ‘ banned <books/> ’,students,11111,1.0,Chinese library sparks outrage over report staff <burned/> ‘ banned books ’,read,22110,1.2,2
104937-104936,Chinese <man/> charged with taking photos of US Navy base,panda,22111,1.4,Chinese man charged with taking photos of US Navy <base/> ,studs,32221,2.0,2
104836-104837,Chinese <national/> arrested trying to photograph restricted US military site,photographer,10000,0.2,Chinese national arrested trying to photograph restricted US military <site/> ,supermodel,33331,2.6,2
105014-105015,Chinese pastor Wang Yi gets nine years in <jail/> for ‘ inciting subversion ’,MaraLago,22211,1.6,Chinese pastor Wang Yi gets nine years in jail for ‘ inciting <subversion/> ’,cats,22211,1.6,0
106627-106628,Chris Hemsworth Donates $ 1M To Australian <Wildfire/> Relief,Chippendales,32111,1.6,Chris Hemsworth Donates $ 1M To Australian <Wildfire/> Relief,Herpes,22100,1.0,1
106997-106995,Chris Johnson Says He 'd Beat Lamar Jackson In A <Race/> ' Right Now ',Fight,222100,1.1666666666666667,Chris <Johnson/> Says He 'd Beat Lamar Jackson In A Race ' Right Now ',Pratt,32221,2.0,2
106997-106996,Chris Johnson Says He 'd Beat Lamar Jackson In A <Race/> ' Right Now ',Fight,222100,1.1666666666666667,Chris Johnson Says He 'd Beat Lamar Jackson In A <Race/> ' Right Now ',Danceoff,322211,1.8333333333333333,2
106995-106996,Chris <Johnson/> Says He 'd Beat Lamar Jackson In A Race ' Right Now ',Pratt,32221,2.0,Chris Johnson Says He 'd Beat Lamar Jackson In A <Race/> ' Right Now ',Danceoff,322211,1.8333333333333333,1
101529-101528,"Chrome , Edge , Safari hacked at elite Chinese hacking <contest/> .",sleepover,22211,1.6,"Chrome , Edge , Safari hacked at elite Chinese hacking <contest/> .",cat,211000,0.6666666666666666,1
104517-104516,Chuck Peddle <Dies/> at 82 ; His $ 25 Chip Helped Start the PC Age,swims,10000,0.2,Chuck Peddle Dies at 82 ; His $ 25 Chip Helped Start the PC <Age/>,debacle,11110,0.8,2
106316-106317,CIA <Director/> Gina Haspel reportedly pushed for Soleimani 's killing and correctly predicted Iran 's response,Poke,21100,0.8,CIA Director Gina Haspel reportedly pushed for Soleimani 's killing and correctly predicted <Iran/> 's response,Santa,2222110,1.4285714285714286,2
102472-102473,"Clear <backpacks/> , monitored emails : life for US students under constant surveillance",bowels,21100,0.8,"Clear backpacks , monitored emails : life for US <students/> under constant surveillance",prisoners,22100,1.0,2
107011-107012,Clemson men 's <basketball/> snaps 0-59 streak in Chapel Hill in OT,slimjim,32111,1.6,Clemson <men/> 's basketball snaps 0-59 streak in Chapel Hill in OT,orange,21110,1.0,1
104946-104947," <Climate/> change could render assets ‘ worthless ’ , Bank of England governor warns",Underwear,33210,1.8,"Climate change could render <assets/> ‘ worthless ’ , Bank of England governor warns",fireplaces,33311,2.2,2
107108-107109, <Climate/> change to be key element in next Canadian budget : finance minister,Gravity,22110,1.2, <Climate/> change to be key element in next Canadian budget : finance minister,oil,211110,1.0,1
102741-102742," <Climate/> models have been impressively accurate for decades , study finds",Super,32221,2.0," <Climate/> models have been impressively accurate for decades , study finds",lego,33221,2.2,2
107380-107381,CNN moderator <criticized/> for question to Sanders,lynched,22110,1.2,CNN moderator criticized for <question/> to Sanders,proposing,32221,2.0,2
107143-107142,CNN ’s Sanders <Hit/> Piece Is a Journalistic Outrage,hair,332211,2.0,CNN ’s Sanders <Hit/> Piece Is a Journalistic Outrage,Cod,32221,2.0,0
101200-101201,Colin Farrell In Talks To Play The <Penguin/> In ‘ The Batman ’,batmobile,222110,1.3333333333333333,Colin Farrell In Talks To <Play/> The Penguin In ‘ The Batman ’,walk,31100,1.0,1
101403-101402,College gymnast Melanie Coleman dies after a <fall/> on the uneven bars,nap,21111,1.2,College gymnast Melanie Coleman <dies/> after a fall on the uneven bars,giggles,11100,0.6,1
104744-104743,Colleges are turning students phones into <surveillance/> machines,popcorn,11110,0.8,Colleges are turning students <phones/> into surveillance machines,minds,33222,2.4,2
104539-104538,"Colleges are turning students ’ phones into surveillance machines , tracking the locations of hundreds of <thousands/> ",airpods,11000,0.4,"Colleges are turning students ’ <phones/> into surveillance machines , tracking the locations of hundreds of thousands",bongs,222210,1.5,2
106383-106382,Collins says she 's <working/> with GOP senators to allow impeachment witnesses,flirting,22211,1.6,Collins says she 's working with GOP senators to allow <impeachment/> witnesses,Jehovah,32110,1.4,1
105776-105775,Column : Do n’t try to make sense of Trump ’s <Iran/> policy . He does n’t have one,diet,33322,2.6,Column : Do n’t try to make sense of Trump ’s <Iran/> policy . He does n’t have one,Hair,22222,2.0,1
100863-100864,Comcast Is Lobbying Against Encryption That Could Prevent it From Learning Your <Browsing/> History,Sneezing,222211,1.6666666666666667,Comcast Is Lobbying Against Encryption That Could Prevent it From Learning Your <Browsing/> History,dancing,22111,1.4,1
100938-100937,Comcast ’s “ free ” streaming box requires you to rent $ 13-per-month <router/>,actors,22211,1.6,Comcast ’s “ free ” streaming box requires you to <rent/> $ 13-per-month router,donate,11100,0.6,1
107186-107187,Comedian Dave Chappelle Endorses Andrew Yang : ‘ I ’m Yang <Gang/> ! ’,Ying,21110,1.0,Comedian Dave Chappelle Endorses Andrew Yang : ‘ I ’m <Yang/> Gang ! ’,Gucci,22110,1.2,2
100231-100232,"Comedians Bobcat Goldthwait , Dana Gould injured in Atlanta <car/> crash",bedroom,21100,0.8,"Comedians Bobcat Goldthwait , Dana Gould injured in Atlanta car <crash/> ",wash,22110,1.2,2
100231-100230,"Comedians Bobcat Goldthwait , Dana Gould injured in Atlanta <car/> crash",bedroom,21100,0.8," <Comedians/> Bobcat Goldthwait , Dana Gould injured in Atlanta car crash",barbarians,11000,0.4,1
100232-100230,"Comedians Bobcat Goldthwait , Dana Gould injured in Atlanta car <crash/> ",wash,22110,1.2," <Comedians/> Bobcat Goldthwait , Dana Gould injured in Atlanta car crash",barbarians,11000,0.4,1
101078-101079,Company Threatens To Sue NBC For Reporting On Its Facial Recognition Tech Being Used Against <Palestinians/> | Techdirt,Lettuce,32210,1.6,Company Threatens To Sue NBC For Reporting On Its Facial Recognition Tech Being Used Against <Palestinians/> | Techdirt,Raccoons,32211,1.8,2
101132-101131,Congratulations South Africa for <winning/> the Rugby World Cup 2019 against England,losing,21100,0.8,Congratulations <South Africa/> for winning the Rugby World Cup 2019 against England,Gryffindors,33211,2.0,2
104956-104955,Congress boosts clean-energy research over Trump ’s <objections/> ,head,32221,2.0,Congress boosts clean-energy research over <Trump/> ’s objections,Pigpens,22110,1.2,1
104956-104957,Congress boosts clean-energy research over Trump ’s <objections/> ,head,32221,2.0,Congress boosts clean-energy research over Trump ’s <objections/> ,reach,22111,1.4,1
104955-104957,Congress boosts clean-energy research over <Trump/> ’s objections,Pigpens,22110,1.2,Congress boosts clean-energy research over Trump ’s <objections/> ,reach,22111,1.4,2
102079-102078,Congress Just Temporarily Extended the Government ’s <Spying/> Powers,Dabbing,33200,1.6,Congress Just Temporarily Extended the Government ’s Spying <Powers/> ,Costumes,22110,1.2,1
105644-105643,Congress rebukes Trump over Iran : ‘ You ’re not a <dictator/> ’,Bush,22111,1.4,Congress rebukes Trump over <Iran/> : ‘ You ’re not a dictator ’,women,22000,0.8,1
107674-107673,Connecticut GOP chair calls for Robert Hyde to drop out of House <race/> ,Hunters,32221,2.0,Connecticut GOP chair calls for Robert Hyde to drop out of <House/> race,drag,33221,2.2,2
100940-100939,Conor McGregor punches elderly man for turning down his <whiskey/> .,whiskers,22211,1.6,Conor McGregor punches elderly <man/> for turning down his whiskey .,dog,11100,0.6,1
105973-105974,Conservatism Is White <Identity/> Politics,Noise,22110,1.2,Conservatism Is White Identity <Politics/> ,crisis,32100,1.2,0
105182-105183,Conservatives seek immediate purge of <voters/> in Wisconsin,cheese,22111,1.4,Conservatives seek immediate purge of <voters/> in Wisconsin,diapers,22111,1.4,0
101815-101816,"Cops can keep Ring <footage/> forever , share it with anyone , Amazon confirms",tones,22110,1.2,"Cops can keep Ring footage forever , <share/> it with anyone , Amazon confirms",replay,10000,0.2,1
100098-100097,"Cops Hijack Botnet , Remotely <Wipe/> Malware From 850,000 Computers",Install,32210,1.6,"Cops <Hijack/> Botnet , Remotely Wipe Malware From 850,000 Computers",arrest,0,0.0,1
101946-101947,Cory <Doctorow/> on Reclaiming Technologies of Oppression,Feldman,33110,1.6,Cory Doctorow on <Reclaiming/> Technologies of Oppression,stanning,10000,0.2,1
107176-107177,"Court Blocks Efforts to <Purge/> 200,000 Voters From Wisconsin ’s Election Rolls",Chuck,31000,0.8,"Court Blocks Efforts to Purge 200,000 <Voters/> From Wisconsin ’s Election Rolls",Russian,21110,1.0,2
105359-105358,Court rules it 's illegal to <fire/> someone because they are vegan,eat,33221,2.2,Court rules it 's illegal to <fire/> someone because they are vegan,date,32211,1.8,1
106772-106773,Coveted New Hampshire Union SEIU Local <Endorses/> Sanders,butters,21100,0.8,Coveted New Hampshire Union SEIU Local <Endorses/> Sanders,kisses,32210,1.6,2
104184-104185,"Cox owes $ 1 billion to record labels for harboring <music/> pirates , jury decides",porch,32200,1.4,"Cox owes $ 1 billion to record labels for harboring music <pirates/> , jury decides",monkeys,11110,0.8,1
100941-100942,Crazy double <save/> by Evgeny Chernov in Russia Premier Liga,backflip,22110,1.2,Crazy double <save/> by Evgeny Chernov in Russia Premier Liga,shot,11111,1.0,1
100824-100825,Cristiano Ronaldo makes more <money/> from Instagram than playing for his team Juventus,cakes,22100,1.0,Cristiano Ronaldo makes more money from Instagram than <playing/> for his team Juventus,singing,11100,0.6,1
107324-107323,Cut Undersea Cable Plunges <Yemen/> Into Days-Long Internet Outage,Atlantis,32221,2.0,Cut Undersea <Cable/> Plunges Yemen Into Days-Long Internet Outage,Otter,11110,0.8,1
105947-105948,Daimler sued for $ 1 billion in German <court/> over diesel cheating,castle,31000,0.8,Daimler sued for $ 1 billion in German <court/> over diesel cheating,kindergarten,11110,0.8,0
107561-107560,Dallas Cowboys agree to hire Mike McCarthy as new <coach/> ,goalpost,22211,1.6,Dallas <Cowboys/> agree to hire Mike McCarthy as new coach,Cowgirls,32111,1.6,0
105219-105220,Damon Dash Accused of Sexual <Battery/> in $ 50 Million Lawsuit,beating,31000,0.8,<Damon/> Dash Accused of Sexual Battery in $ 50 Million Lawsuit,Rainbow,33210,1.8,2
105219-105221,Damon Dash Accused of Sexual <Battery/> in $ 50 Million Lawsuit,beating,31000,0.8,Damon Dash Accused of Sexual Battery in $ 50 Million <Lawsuit/>,car,21000,0.6,1
105220-105221,<Damon/> Dash Accused of Sexual Battery in $ 50 Million Lawsuit,Rainbow,33210,1.8,Damon Dash Accused of Sexual Battery in $ 50 Million <Lawsuit/>,car,21000,0.6,1
106808-106809, <Damon/> Dash Says Aaliyah Wanted Nothing to With R. Kelly Post-Annulment,Diner,22110,1.2,Damon Dash Says Aaliyah Wanted <Nothing/> to With R. Kelly Post-Annulment,bumpngrind,22221,1.8,2
106808-106810, <Damon/> Dash Says Aaliyah Wanted Nothing to With R. Kelly Post-Annulment,Diner,22110,1.2,Damon Dash Says Aaliyah <Wanted/> Nothing to With R. Kelly Post-Annulment,begged,21000,0.6,1
106809-106810,Damon Dash Says Aaliyah Wanted <Nothing/> to With R. Kelly Post-Annulment,bumpngrind,22221,1.8,Damon Dash Says Aaliyah <Wanted/> Nothing to With R. Kelly Post-Annulment,begged,21000,0.6,1
106533-106534, <Daniel Kaluuya/> : ' I was n’t getting roles in England because of the colour of my skin ',Trump,22110,1.2,Daniel Kaluuya : ' I was n’t getting roles in England because of the colour of my <skin/> ',feet,11000,0.4,1
100130-100131,Danny Masterson and <Church/> of Scientology Sued Over Sex Assault ‘ Cover-Up ’,museum,20000,0.4,Danny Masterson and Church of Scientology Sued Over Sex Assault ‘ <Cover-Up/> ’,Party,21110,1.0,2
105666-105665,Daughter of deceased GOP redistricting expert releases trove of <documents/> ,panties,22221,1.8, <Daughter/> of deceased GOP redistricting expert releases trove of documents,Siri,32111,1.6,1
102326-102327,DC Comics deletes Batman poster after <China/> claims it ’s pro-Hong Kong,Joker,22111,1.4,DC Comics deletes Batman <poster/> after China claims it ’s pro-Hong Kong,Logo,21000,0.6,1
103108-103107,DC Films Still Does n’t <Know/> What To Do With Superman,care,21110,1.0,DC <Films/> Still Does n’t Know What To Do With Superman,Senate,322110,1.5,2
103108-103106,DC Films Still Does n’t <Know/> What To Do With Superman,care,21110,1.0,DC <Films/> Still Does n’t Know What To Do With Superman,Batman,21110,1.0,0
103107-103106,DC <Films/> Still Does n’t Know What To Do With Superman,Senate,322110,1.5,DC <Films/> Still Does n’t Know What To Do With Superman,Batman,21110,1.0,1
103031-103030,"Decorated with butterflies , infant-sized <coffins/> sent to measles-ravaged Samoa",twinkies,22211,1.6,"Decorated with butterflies , infant-sized coffins sent to measles-ravaged <Samoa/> ",Portland,21100,0.8,1
103357-103358,"Defense Department To Congress : ' No , Wait , Encryption Is Actually Good ; Do n't <Break/> It '",cuddle,0,0.0,"Defense Department To Congress : ' No , <Wait/> , Encryption Is Actually Good ; Do n't Break It '",fair,11110,0.8,2
102476-102477,Defiant Mark Zuckerberg defends Facebook policy to <allow/> false ads,encourage,11100,0.6,Defiant Mark Zuckerberg defends Facebook <policy/> to allow false ads,joke,21100,0.8,2
107579-107578,DeGeneres applauds uplifting TV as she accepts Golden Globes <honor/> ,gum,21100,0.8,DeGeneres applauds uplifting TV as she accepts Golden Globes <honor/> ,downer,21100,0.8,0
107579-107580,DeGeneres applauds uplifting TV as she accepts Golden Globes <honor/> ,gum,21100,0.8,DeGeneres applauds uplifting TV as she accepts Golden Globes <honor/> ,razzy,21000,0.6,1
107578-107580,DeGeneres applauds uplifting TV as she accepts Golden Globes <honor/> ,downer,21100,0.8,DeGeneres applauds uplifting TV as she accepts Golden Globes <honor/> ,razzy,21000,0.6,1
106979-106981,Democracies Can <Become/> Digital Dictators,Produce,22111,1.4, <Democracies/> Can Become Digital Dictators,Neopets,32210,1.6,2
106979-106980,Democracies Can <Become/> Digital Dictators,Produce,22111,1.4, <Democracies/> Can Become Digital Dictators,Moms,32222,2.2,2
106981-106980, <Democracies/> Can Become Digital Dictators,Neopets,32210,1.6, <Democracies/> Can Become Digital Dictators,Moms,32222,2.2,2
103410-103411,Democrats approve <impeachment/> of Trump in Judiciary vote,gagging,21100,0.8,Democrats approve <impeachment/> of Trump in Judiciary vote,imprisonment,11100,0.6,1
107614-107615,Democrats can get witnesses with 50 <votes/> — if Roberts does his job,sandwiches,22211,1.6,Democrats can get <witnesses/> with 50 votes — if Roberts does his job,high,32221,2.0,2
106205-106204,Democrats Need to Rip Off the <Mask/> of Timidity and Impeach Trump on All Counts,toupee,32221,2.0,Democrats Need to Rip Off the Mask of Timidity and <Impeach/> Trump on All Counts,love,22111,1.4,1
106186-106185,Democrats slept on Bernie Sanders . Now he 's <surging/> as Iowa approaches,aching,22111,1.4, <Democrats/> slept on Bernie Sanders . Now he 's surging as Iowa approaches,Mamas,22211,1.6,2
105381-105382,"Denmark sets record , sourcing almost half of power from <wind/> ",flatulence,33222,2.4,"Denmark sets record , sourcing almost half of power from <wind/> ",rainbows,22220,1.6,1
100020-100021,Department of <Justice/> declines to prosecute former FBI director James Comey over leaked memos,Faggots,22100,1.0,Department of Justice declines to <prosecute/> former FBI director James Comey over leaked memos,whip,22111,1.4,2
100646-100647,Devils Winger Blake Coleman scores a one handed <goal/> ,pirate,32110,1.4,Devils Winger Blake Coleman <scores/> a one handed goal,dollops,10000,0.2,1
104005-104004,Devin Nunes Follows Through And Sues CNN In Laughably Dumb SLAPP <Suit/> ,Bracelet,22200,1.2,Devin Nunes <Follows/> Through And Sues CNN In Laughably Dumb SLAPP Suit,skips,31110,1.2,0
107597-107598,Devin Nunes Now Remembers <Call/> With Lev Parnas,Playtime,22200,1.2,Devin Nunes Now Remembers <Call/> With Lev Parnas,Relationship,22100,1.0,1
108042-108040,Dirty Money and Bad <Science/> at MIT 's Media Lab,Breath,33221,2.2,Dirty <Money/> and Bad Science at MIT 's Media Lab,John,22110,1.2,1
108042-108041,Dirty Money and Bad <Science/> at MIT 's Media Lab,Breath,33221,2.2,Dirty <Money/> and Bad Science at MIT 's Media Lab,underwear,22211,1.6,1
108040-108041,Dirty <Money/> and Bad Science at MIT 's Media Lab,John,22110,1.2,Dirty <Money/> and Bad Science at MIT 's Media Lab,underwear,22211,1.6,2
107034-107033,Disinformation For Hire : How A New Breed Of PR Firms Is Selling <Lies/> Online,Pies,31110,1.2,Disinformation For Hire : How A New Breed Of PR Firms Is Selling <Lies/> Online,Clowns,21110,1.0,1
100308-100309,"Disney + Goes for the Jugular : <Buy/> Two Years , Get the Third Free",owe,11000,0.4,"Disney + Goes for the Jugular : Buy Two <Years/> , Get the Third Free",beers,32211,1.8,2
104912-104913,Disney <characters/> say tourists inappropriately touched them,paintings,21110,1.0,Disney characters say <tourists/> inappropriately touched them,Trump,4333322110,2.0,2
102498-102499,"Disney Hit With Anti-Trust Complaint in South Korea Over ' Frozen 2 ' "" <Monopoly/> """,Chess,11100,0.6,"Disney Hit With Anti-Trust Complaint in South Korea Over ' Frozen 2 ' "" <Monopoly/> """,Metropolis,0,0.0,1
108113-108112,"Disney is <dropping/> ‘ Fox , ’ rebranding its acquired studio as 20th Century Studios",dating,211100,0.8333333333333334,"Disney is dropping ‘ <Fox/> , ’ rebranding its acquired studio as 20th Century Studios",Mickey,32200,1.4,2
101389-101390,Disney Plus Hits Estimated 3.2 Million App Downloads on <Launch/> Day,Presidents,11000,0.4,Disney Plus Hits Estimated 3.2 Million App Downloads on <Launch/> Day,judgment,21100,0.8,2
105251-105250,DNA analysis revealed the identity of 19th century “ Connecticut <vampire/> ”,Yankee,22210,1.4,DNA analysis revealed the <identity/> of 19th century “ Connecticut vampire ”,address,11110,0.8,1
105930-105931,DNC says next <debate/> will be rescheduled if it conflicts with impeachment trial,circus,22221,1.8,DNC says next <debate/> will be rescheduled if it conflicts with impeachment trial,election,21000,0.6,1
100866-100867,DOJ 's Latest Child Porn Site Takedown Shows Encryption Is n't Really Stopping The Feds From Fighting <Child/> Porn,clown,32210,1.6,DOJ 's Latest Child Porn Site Takedown Shows Encryption Is n't Really <Stopping/> The Feds From Fighting Child Porn,encouraging,10000,0.2,1
104857-104858,Domestic violence <kills/> 15 times as many as terrorism in Britain,heals,11100,0.6,Domestic <violence/> kills 15 times as many as terrorism in Britain,housewife,22211,1.6,2
105175-105176,"Do n't <Drink/> and Drive , Republican Leader Says . Then He Was Arrested .",sing,32110,1.4,"Do n't <Drink/> and Drive , Republican Leader Says . Then He Was Arrested .",sleep,22211,1.6,2
104593-104594,"Do n't let Church failings distance you from <God/> , Pope says on Christmas Eve",Reggae,32210,1.6,"Do n't let Church failings distance you from <God/> , Pope says on Christmas Eve",tithings,22110,1.2,1
105421-105420,Donald Trump 's order to assassinate Soleimani was more about grabbing <headlines/> than foreign policy,distraction,11000,0.4,Donald Trump 's order to <assassinate/> Soleimani was more about grabbing headlines than foreign policy,romance,21100,0.8,2
106276-106277,Donald Trump Is the <War Crimes/> President,Orangest,32211,1.8,Donald Trump Is the <War Crimes/> President,sideshow,222211,1.6666666666666667,1
105522-105523,Donald Trump Just Threatened War Crimes Against <Iran/> ,hairstyles,32211,1.8,Donald Trump Just Threatened <War Crimes/> Against Iran,celebrations,21110,1.0,1
102664-102665,Donald Trump Kept Prince Charles Waiting for Tea For a Whole <Hour/> ,minute,11100,0.6,Donald Trump Kept Prince Charles Waiting for <Tea/> For a Whole Hour,hamburgers,31000,0.8,2
105480-105479,Donald Trump says killing of Qassim Soleimani was to ' <stop/> a war ' with Iran,tweet,22110,1.2,Donald Trump says killing of Qassim Soleimani was to ' <stop/> a war ' with Iran,start,21000,0.6,1
100065-100064,Donald Trump shares campaign video featuring <image/> used by a white supremacist group,tutu,22210,1.4,Donald Trump shares <campaign/> video featuring image used by a white supremacist group,porn,22210,1.4,0
100000-100001,Donald Trump <skips/> G7 talks on climate crisis and Amazon fires,misunderstands,22110,1.2,Donald Trump <skips/> G7 talks on climate crisis and Amazon fires,praises,33100,1.4,2
106137-106136,Donald Trump struggles to pronounce word ' tolerated ' while <breathing/> heavily throughout Iran speech,medicating,22222,2.0,Donald Trump struggles to pronounce word ' tolerated ' while <breathing/> heavily throughout Iran speech,drinking,332221,2.1666666666666665,2
101420-101421,Don Cherry <Fired/> From Sportsnet Following Xenophobic Rant,evicted,11110,0.8,Don Cherry <Fired/> From Sportsnet Following Xenophobic Rant,fled,21000,0.6,1
102049-102050,"Don Johnson : ‘ I did n’t expect to live to 30 , so it ’s all been <gravy/> ’",jalepenos,11000,0.4,"Don Johnson : ‘ I did n’t expect to live to 30 , so it ’s all been <gravy/> ’",pizza,11000,0.4,0
102049-102048,"Don Johnson : ‘ I did n’t expect to live to 30 , so it ’s all been <gravy/> ’",jalepenos,11000,0.4,"Don <Johnson/> : ‘ I did n’t expect to live to 30 , so it ’s all been gravy ’",Quixote,22110,1.2,2
102050-102048,"Don Johnson : ‘ I did n’t expect to live to 30 , so it ’s all been <gravy/> ’",pizza,11000,0.4,"Don <Johnson/> : ‘ I did n’t expect to live to 30 , so it ’s all been gravy ’",Quixote,22110,1.2,2
106190-106189,Don Jr. and Ivanka Trump “ intentionally inflated <numbers/> ” to defraud condo buyers : report,balloons,32111,1.6,Don Jr. and Ivanka Trump “ intentionally inflated numbers ” to defraud condo <buyers/> : report,goblins,11110,0.8,1
105173-105172,"Don Larsen , Only Pitcher To <Throw/> Perfect World Series Game , Dies At 90",Pour,21000,0.6,"Don Larsen , Only <Pitcher/> To Throw Perfect World Series Game , Dies At 90",kindergartner,32221,2.0,2
106823-106825,Doors drummer John Densmore : ‘ It took me years to forgive Jim <Morrison/> ’,Henson,21110,1.0,Doors drummer John Densmore : ‘ It took me years to <forgive/> Jim Morrison ’,find,22100,1.0,0
106823-106824,Doors drummer John Densmore : ‘ It took me years to forgive Jim <Morrison/> ’,Henson,21110,1.0,Doors drummer John Densmore : ‘ It took me years to forgive Jim <Morrison/> ’,beam,33221,2.2,2
106825-106824,Doors drummer John Densmore : ‘ It took me years to <forgive/> Jim Morrison ’,find,22100,1.0,Doors drummer John Densmore : ‘ It took me years to forgive Jim <Morrison/> ’,beam,33221,2.2,2
101992-101993, <Dopamine/> fasting : why Silicon Valley is trying to avoid all forms of stimulation,kiss,21110,1.0,Dopamine fasting : why Silicon Valley is trying to avoid all forms of <stimulation/> ,fun,31110,1.2,2
106365-106366,Doug Collins apologizes for claiming that Democrats ' are in love with <terrorists/> ',California,211110,1.0,Doug Collins apologizes for claiming that Democrats ' are in love with <terrorists/> ',him,32221,2.0,2
105543-105544,"Dr. Dre , rapper turned entrepreneur , <earned/> $ 950 million in the past decade .",stole,21100,0.8,"Dr. Dre , rapper turned <entrepreneur/> , earned $ 950 million in the past decade .",doctor,22211,1.6,2
105543-105542,"Dr. Dre , rapper turned entrepreneur , <earned/> $ 950 million in the past decade .",stole,21100,0.8,"Dr. Dre , rapper turned entrepreneur , earned $ 950 million in the past <decade/> .",week,22000,0.8,0
105544-105542,"Dr. Dre , rapper turned <entrepreneur/> , earned $ 950 million in the past decade .",doctor,22211,1.6,"Dr. Dre , rapper turned entrepreneur , earned $ 950 million in the past <decade/> .",week,22000,0.8,1
100191-100192,Drew Barrymore <Shoots/> Talk Show Pilot for CBS Television Distribution,Ruins,22110,1.2,Drew Barrymore Shoots <Talk Show/> Pilot for CBS Television Distribution,Airline,32110,1.4,2
106947-106945,Droopy-Eye Weinstein is back : Watch an obese rapist try to <walk/> ,dance,31000,0.8,Droopy-Eye Weinstein is back : <Watch/> an obese rapist try to walk,Daring,31100,1.0,2
106947-106946,Droopy-Eye Weinstein is back : Watch an obese rapist try to <walk/> ,dance,31000,0.8,Droopy-Eye Weinstein is back : Watch an obese rapist <try/> to walk,fail,10000,0.2,1
106945-106946,Droopy-Eye Weinstein is back : <Watch/> an obese rapist try to walk,Daring,31100,1.0,Droopy-Eye Weinstein is back : Watch an obese rapist <try/> to walk,fail,10000,0.2,1
103981-103980,Drunk passenger tied to <seat/> with sticky tape after trying to break into the cockpit,roof,32110,1.4,Drunk passenger tied to seat with sticky tape after trying to break into the <cockpit/> ,bathroom,22111,1.4,0
101733-101734,DuckDuckGo Will Automatically Encrypt More <Sites/> You Visit,chicks,11110,0.8,DuckDuckGo Will Automatically Encrypt More <Sites/> You Visit,ponds,22210,1.4,2
106238-106239,Duckworth slams Collins 's comments : ' I left parts of my body in <Iraq/> fighting terrorists ',Brooklyn,22110,1.2,Duckworth slams Collins 's comments : ' I left parts of my <body/> in Iraq fighting terrorists ',car,21100,0.8,1
103451-103452,"DY-NO-MITE ! Viola Davis , Andre Braugher , Tiffany Haddish on board to <revive/> classic sitcom ‘ Good Times ’",battles,10000,0.2,"DY-NO-MITE ! Viola Davis , Andre Braugher , Tiffany Haddish on board to <revive/> classic sitcom ‘ Good Times ’",bribe,10000,0.2,0
100108-100109,"E.P.A. to Roll Back Regulations on Methane , a Potent Greenhouse <Gas/> ",plant,21110,1.0,"E.P.A. to Roll Back Regulations on Methane , a Potent <Greenhouse/> Gas",stinky,22221,1.8,2
107045-107044,Eddie Murphy Returns to ‘ <Saturday Night Live/> ’,Shrek,21000,0.6,Eddie Murphy Returns to ‘ <Saturday Night Live/> ’,Crime,32110,1.4,2
107045-107046,Eddie Murphy Returns to ‘ <Saturday Night Live/> ’,Shrek,21000,0.6,Eddie Murphy Returns to ‘ <Saturday Night Live/> ’,comedy,31000,0.8,2
107044-107046,Eddie Murphy Returns to ‘ <Saturday Night Live/> ’,Crime,32110,1.4,Eddie Murphy Returns to ‘ <Saturday Night Live/> ’,comedy,31000,0.8,1
104355-104356,Eddie Murphy Roasts Bill Cosby in SNL Return : ‘ Who ’s America ’s <Dad/> Now ? ’,Reba,0,0.0,Eddie Murphy <Roasts/> Bill Cosby in SNL Return : ‘ Who ’s America ’s Dad Now ? ’,burns,10000,0.2,2
104355-104354,Eddie Murphy Roasts Bill Cosby in SNL Return : ‘ Who ’s America ’s <Dad/> Now ? ’,Reba,0,0.0,Eddie Murphy Roasts Bill Cosby in SNL Return : ‘ Who ’s <America/> ’s Dad Now ? ’,Pudding,33110,1.6,2
104356-104354,Eddie Murphy <Roasts/> Bill Cosby in SNL Return : ‘ Who ’s America ’s Dad Now ? ’,burns,10000,0.2,Eddie Murphy Roasts Bill Cosby in SNL Return : ‘ Who ’s <America/> ’s Dad Now ? ’,Pudding,33110,1.6,2
107626-107625,"Editorial : No , you ca n’t have a serious Trump impeachment trial without <witnesses/> ",popcorn,32222,2.2,"Editorial : No , you ca n’t have a serious Trump impeachment trial without <witnesses/> ",Balloons,22221,1.8,1
